age,annual_income,loan_amount,credit_score,employment_years,existing_loans,debt_to_income_ratio,loan_term_months,default
48,27432,7157,612,20,0,0.09,24,0
36,22040,8264,648,5,0,0.39,36,0
39,40387,18522,582,3,1,0.19,12,0
62,86852,13365,682,0,2,0.45,36,1
37,78252,11538,622,0,0,0.39,36,0
33,55725,9484,715,3,0,0.25,24,1
27,59542,9608,653,6,2,0.13,36,1
47,45779,13002,637,1,3,0.4,48,0
30,38532,12400,640,5,2,0.36,48,0
54,33891,13351,766,4,0,0.12,48,0
56,23488,10231,720,14,1,0.23,36,0
45,120398,8933,535,1,0,0.12,48,1
26,53399,13427,610,4,0,0.21,48,0
44,39291,19729,657,2,1,0.31,48,0
38,121854,9846,475,1,7,0.25,36,1
43,134053,3189,684,2,1,0.16,48,0
26,193412,5881,582,1,1,0.4,12,0
49,43296,25452,591,3,2,0.43,60,0
45,51669,24251,593,4,2,0.46,36,0
37,67878,19693,750,10,2,0.6,48,0
44,112543,18171,698,7,0,0.41,36,0
31,50564,24603,613,1,2,0.2,12,0
46,29981,10873,605,13,1,0.26,36,0
54,33634,14520,663,10,1,0.4,48,1
48,88319,8408,777,4,1,0.41,12,0
23,66870,12025,629,0,2,0.22,24,0
31,44960,41679,500,1,1,0.48,12,1
58,43506,8135,663,7,0,0.17,24,1
34,44961,6640,671,3,3,0.12,36,0
46,91082,11894,679,0,1,0.44,48,0
41,33041,10509,646,2,1,0.25,36,0
59,26723,15671,660,1,2,0.27,48,0
50,121589,21498,571,11,0,0.26,36,0
28,49638,10670,737,11,0,0.37,48,0
40,47114,47290,608,2,1,0.29,24,1
52,68562,27956,629,0,3,0.35,36,0
42,29897,8449,681,2,1,0.47,36,0
27,71342,12740,666,0,2,0.27,24,0
29,40482,18343,776,1,2,0.42,24,0
21,86063,8124,754,7,0,0.58,36,1
49,22768,3870,610,1,2,0.18,48,0
28,61410,42515,808,3,1,0.54,60,1
24,43668,6876,725,0,1,0.21,48,0
55,34464,22280,660,2,0,0.23,24,0
23,72090,20338,596,0,2,0.12,24,1
60,45516,8188,644,3,2,0.26,36,0
27,61883,43301,496,2,0,0.4,36,0
47,92305,13887,693,10,0,0.45,36,0
21,72820,14510,544,2,0,0.49,36,0
47,28561,5308,689,4,4,0.03,36,0
36,37388,3762,611,18,0,0.1,60,1
58,61675,11550,660,5,0,0.39,48,0
27,72906,29096,600,3,1,0.43,48,1
64,40316,4371,592,0,2,0.5,24,1
43,54118,14577,708,8,2,0.4,36,0
61,53948,14030,599,5,1,0.17,48,0
31,57840,28130,577,0,1,0.2,36,1
62,27187,24584,565,1,1,0.37,36,0
53,24160,14532,718,3,0,0.13,60,0
56,15841,12630,560,0,0,0.2,24,1
57,51677,8673,650,6,0,0.33,24,0
61,24782,6719,827,1,4,0.31,36,0
37,142680,9174,594,3,1,0.35,36,0
55,67986,6876,587,1,2,0.39,36,0
25,27148,12543,736,3,3,0.13,36,0
52,86471,13084,555,1,2,0.36,24,0
23,86573,11329,736,4,1,0.15,24,0
55,90161,14265,619,12,3,0.33,36,0
34,32727,10142,722,8,1,0.44,24,0
51,70124,22136,685,1,1,0.41,48,1
51,90928,15324,695,3,0,0.2,48,1
37,107519,9992,614,2,0,0.18,36,0
44,22882,6634,618,16,0,0.57,36,0
43,43966,12721,608,8,0,0.46,60,0
38,32144,26494,756,0,1,0.32,48,0
34,124500,19027,650,0,0,0.52,12,0
35,62663,21055,805,6,2,0.33,24,0
35,76544,20628,668,0,0,0.69,12,1
26,62204,27705,635,15,0,0.31,60,0
47,59138,22410,632,24,1,0.72,36,0
35,31836,14609,594,7,0,0.38,24,1
56,39212,10464,667,0,1,0.17,36,0
28,50805,22597,642,3,1,0.36,60,0
35,35443,3129,600,2,0,0.46,24,0
23,32319,28579,645,8,1,0.35,36,0
33,44230,20211,609,1,1,0.26,24,0
61,36222,35709,672,2,1,0.39,48,0
54,50257,6824,707,0,1,0.44,12,0
44,39283,26828,599,2,2,0.25,60,1
60,34806,19893,613,18,1,0.34,48,0
52,30828,9279,577,14,0,0.2,36,0
52,49170,12310,740,6,0,0.4,60,0
50,76431,11804,508,11,0,0.21,36,0
33,67875,10732,597,1,2,0.39,24,0
21,22846,5948,706,4,0,0.52,36,0
54,75348,27027,599,3,0,0.45,48,1
35,67636,7571,596,2,3,0.31,36,0
64,76392,7116,703,1,1,0.15,24,0
34,84272,27432,468,10,0,0.35,12,1
49,34070,5758,652,3,4,0.29,36,0
54,42196,11141,605,6,0,0.35,48,0
38,119998,7357,607,6,0,0.37,48,0
27,116485,35669,735,0,1,0.29,48,0
49,47179,26535,648,0,1,0.25,36,0
51,66274,8159,557,9,2,0.41,36,0
45,69237,7344,531,3,2,0.58,60,0
58,118045,21170,645,8,2,0.38,60,0
34,58258,17326,539,1,0,0.34,48,0
28,26738,10802,746,9,2,0.5,36,0
47,38638,10219,561,8,0,0.31,60,0
22,234865,11610,649,2,2,0.54,36,1
37,26126,22951,494,2,2,0.47,48,1
57,50268,34283,498,2,2,0.01,24,1
34,155868,39880,633,0,1,0.41,48,0
45,32863,8598,850,5,1,0.26,48,0
50,12538,13832,605,1,1,0.47,36,1
49,13745,29914,705,10,0,0.11,36,0
40,32954,7924,610,11,0,0.34,60,0
41,20303,8872,731,6,1,0.32,24,0
42,82337,21549,642,1,0,0.29,36,0
55,56054,10084,550,0,1,0.5,36,1
57,16866,5512,630,8,0,0.77,48,1
36,22077,8134,507,11,2,0.39,48,0
63,91132,24201,578,2,0,0.55,36,0
37,53991,15512,680,2,0,0.55,24,1
36,100389,5232,597,2,6,0.71,36,0
22,85776,9270,615,8,0,0.47,12,0
24,27577,39880,725,6,1,0.47,24,1
41,76189,12814,609,0,1,0.33,24,1
59,64953,11544,690,5,3,0.21,36,0
54,18382,13425,602,0,1,0.52,36,0
50,24810,15109,723,6,1,0.27,48,0
26,165849,10567,754,7,3,0.05,12,0
37,30828,29861,492,8,1,0.58,48,1
59,60220,10071,571,4,2,0.32,60,1
45,44563,24252,631,0,0,0.4,60,0
25,53737,39873,595,7,3,0.19,36,1
25,46062,16758,718,11,4,0.48,36,0
40,79427,7125,667,5,0,0.31,36,0
36,78393,14957,574,1,1,0.38,48,0
61,51998,9525,763,0,1,0.44,24,0
57,31187,22898,761,1,3,0.34,48,1
60,36886,15128,543,0,0,0.24,36,1
29,22293,12438,601,0,1,0.35,48,1
25,41472,7295,716,1,1,0.29,48,0
62,20267,4374,724,12,1,0.01,12,0
22,54689,8209,762,4,4,0.36,48,0
29,56840,19744,847,2,2,0.48,24,0
63,81034,27164,683,0,1,0.08,60,0
56,26634,11091,752,22,2,0.45,36,0
42,27553,7579,850,3,0,0.45,36,0
42,105066,14970,648,23,1,0.53,12,0
42,24726,20193,587,6,3,0.39,48,1
54,136708,21296,670,0,3,0.32,36,0
49,30885,15013,777,9,2,0.35,60,0
58,30993,46266,795,3,0,0.33,48,0
53,74712,28604,661,3,0,0.17,24,0
38,64517,6414,636,7,1,0.29,36,1
27,111387,5538,548,7,1,0.42,36,1
21,19040,6780,656,7,0,0.34,48,0
53,64011,26930,555,7,1,0.28,24,0
21,47906,4790,572,5,2,0.36,48,1
44,28613,17580,668,5,2,0.24,60,0
24,125584,12064,547,9,3,0.37,36,0
24,55142,6330,678,5,0,0.42,60,0
38,47504,15511,725,0,0,0.37,36,0
47,61512,12017,565,5,1,0.2,36,0
63,20657,21680,602,0,0,0.48,48,0
52,26257,5033,534,0,0,0.23,36,1
53,41509,7815,697,1,4,0.35,24,0
48,57423,7909,530,0,0,0.55,36,1
62,92717,19870,705,0,2,0.1,48,0
61,31493,11584,673,1,1,0.22,36,0
56,28095,27132,822,4,2,0.36,48,0
26,62988,10516,783,0,1,0.28,36,0
36,45800,15250,555,1,1,0.13,60,1
54,18757,32550,796,9,3,0.36,48,0
43,30971,4611,607,10,2,0.02,12,0
62,44762,13594,585,2,0,0.68,36,1
44,45383,13109,609,11,2,0.48,12,0
33,51273,8327,626,4,0,0.22,24,0
38,25587,12108,822,1,2,0.3,60,0
33,45912,16111,424,7,2,0.11,48,1
57,78711,8537,798,12,1,0.55,12,0
63,11570,13811,716,5,0,0.37,12,0
59,42565,7245,663,1,1,0.15,36,0
62,21354,11818,602,0,0,0.29,24,1
37,48237,23323,642,1,0,0.46,12,0
35,23100,23987,718,2,0,0.43,48,1
38,52419,27001,726,2,2,0.44,36,0
43,110560,12569,583,3,1,0.37,36,0
50,30039,10981,711,3,3,0.01,24,0
54,32298,20801,602,3,1,0.72,36,1
24,38757,26906,635,2,0,0.3,48,0
23,57488,14045,755,0,1,0.4,24,1
27,29450,33100,713,2,2,0.6,48,0
38,40533,20462,520,21,0,0.38,48,1
62,35075,9484,660,5,0,0.57,36,0
27,38821,10198,683,2,3,0.52,36,1
60,57826,13039,661,0,0,0.59,24,1
26,64571,5206,448,1,2,0.44,48,0
42,23425,9584,541,4,1,0.3,48,1
21,57713,26489,508,3,1,0.28,36,1
24,236305,29943,599,0,1,0.62,48,1
63,106097,15861,661,0,0,0.32,48,0
49,35563,17546,608,2,0,0.49,48,1
41,52362,11092,600,0,1,0.26,48,0
46,48204,9098,510,15,2,0.29,36,0
34,61680,18810,550,0,0,0.38,48,1
29,39691,10261,573,18,0,0.28,60,0
32,42848,36834,720,5,1,0.26,36,0
62,34016,17071,684,2,1,0.31,12,0
26,84771,17451,712,3,1,0.46,48,0
40,57267,7074,686,2,3,0.28,48,1
44,57484,3323,715,4,2,0.35,24,0
47,90146,17449,540,0,0,0.61,36,1
58,90815,9915,756,0,0,0.43,12,0
28,82639,24110,733,3,1,0.55,36,0
21,89463,7726,620,0,2,0.39,36,1
44,107080,9713,727,1,1,0.33,24,0
27,30233,26151,747,13,2,0.58,24,0
39,42220,17362,645,10,3,0.15,36,0
42,69875,7326,692,8,0,0.48,60,0
55,31484,13635,608,3,1,0.54,36,0
50,40879,41866,755,0,1,0.12,24,0
49,54025,14562,613,0,0,0.25,48,0
42,43692,12224,675,12,2,0.39,24,0
31,50665,22859,646,9,1,0.42,48,1
40,27647,16504,603,2,0,0.52,12,0
49,48104,31767,513,6,1,0.18,60,0
61,52418,21016,720,9,2,0.24,36,0
62,109919,23015,647,4,0,0.59,48,0
54,42859,32708,796,9,0,0.48,36,1
21,35414,11165,747,1,1,0.44,48,1
51,70015,9327,746,3,0,0.35,48,0
50,10022,5958,708,4,0,0.34,12,0
38,41828,11772,710,4,3,0.48,12,1
37,37916,6092,662,21,1,0.47,36,0
58,55852,16635,715,9,2,0.37,12,1
34,91410,9245,614,0,4,0.16,12,1
43,106472,23799,454,0,0,0.15,36,0
45,55463,21315,706,5,2,0.47,24,1
35,22565,10574,708,1,1,0.41,36,0
42,37907,23999,544,0,2,0.31,36,1
23,40043,14611,691,5,0,0.13,12,0
39,58900,4615,689,3,0,0.55,36,1
64,50418,7382,736,8,0,0.26,36,0
54,34747,8651,641,1,1,0.29,48,0
55,26217,13442,528,2,1,0.33,60,1
21,31752,10327,611,0,2,0.17,36,0
41,31173,9726,610,5,1,0.15,48,0
49,110281,18931,640,6,0,0.38,24,1
26,33361,21421,659,0,0,0.54,48,0
57,50517,9217,631,1,1,0.72,48,1
21,79556,8023,681,0,3,0.44,24,0
21,54038,28524,562,6,3,0.63,36,0
47,28481,68572,678,1,1,0.44,48,1
41,80221,7592,589,0,0,0.53,48,1
36,58518,22803,633,0,0,0.35,12,0
64,16436,12290,503,8,1,0.4,12,0
60,91387,20042,725,0,1,0.41,48,0
46,75863,7541,625,0,1,0.37,36,1
36,58061,6304,677,0,1,0.3,36,0
48,111010,6811,584,2,2,0.46,60,0
21,74999,9523,605,4,0,0.29,24,0
56,86160,11604,572,2,0,0.42,12,0
30,82306,23554,662,3,0,0.32,24,0
63,71576,8102,696,12,1,0.58,48,0
37,20021,9111,569,7,2,0.54,24,1
43,21253,46551,661,2,0,0.26,36,1
27,75013,13794,630,0,2,0.31,48,1
64,90746,15854,665,6,2,0.3,48,0
27,34455,20893,578,4,1,0.37,24,1
64,28088,9756,687,16,1,0.04,48,0
35,55900,13213,627,11,0,0.42,60,0
54,23717,11009,638,4,1,0.14,60,0
24,45051,12710,837,0,1,0.26,48,0
34,41045,22157,509,0,2,0.44,12,1
34,43816,20026,693,9,1,0.61,36,0
36,125770,3396,684,5,2,0.33,36,0
27,35703,24312,700,4,0,0.41,24,0
52,50347,10856,696,5,2,0.18,36,1
39,25436,16930,665,3,1,0.3,60,1
22,78447,10461,682,4,1,0.23,60,0
30,44810,12950,850,1,1,0.38,24,0
37,88358,29412,636,3,0,0.19,24,0
57,14349,16344,635,0,1,0.52,60,1
32,47616,28524,564,5,0,0.25,36,1
26,52368,12957,584,2,2,0.31,48,0
42,77324,12173,667,5,1,0.24,36,0
52,35560,13457,679,13,1,0.16,24,0
61,72650,6237,640,4,2,0.11,36,0
40,37657,2658,702,1,0,0.01,36,0
21,51373,8362,617,1,1,0.33,60,0
26,77728,24744,848,1,2,0.5,24,0
39,30795,31329,662,21,3,0.28,60,0
38,70989,4018,703,4,0,0.16,60,0
26,57956,28911,662,2,1,0.23,36,0
53,41488,9363,601,1,0,0.3,36,1
43,35097,5676,609,7,0,0.24,48,1
43,17147,25223,558,2,0,0.49,36,1
46,47092,9864,512,1,4,0.54,36,1
33,41522,64171,725,1,2,0.31,36,0
27,67478,8920,601,1,0,0.11,12,0
35,64151,11318,644,1,0,0.2,36,0
64,83705,7436,772,4,3,0.33,24,0
47,85251,14616,743,1,2,0.14,12,0
46,237463,21552,661,0,2,0.35,24,0
53,63375,4730,633,2,3,0.41,24,0
35,31880,19800,637,4,2,0.32,36,1
56,74094,10454,826,0,0,0.35,60,0
47,109420,7970,663,3,1,0.21,48,0
25,62158,5763,850,0,1,0.24,12,0
22,16947,24032,545,7,0,0.34,24,0
53,64710,15867,653,10,2,0.27,36,0
36,35777,9421,743,16,0,0.35,24,0
43,25312,21325,736,5,0,0.18,36,0
58,53816,18359,700,4,0,0.13,48,0
36,22858,22487,601,5,1,0.31,36,1
34,81762,35751,544,9,0,0.52,36,0
49,70646,15222,635,8,3,0.11,36,1
46,46941,42592,733,2,1,0.56,24,0
55,37233,31462,786,5,1,0.57,24,0
35,44709,21376,658,0,0,0.07,24,0
23,29570,4842,642,5,0,0.54,48,1
43,47168,14269,666,6,4,0.14,24,0
49,11822,15487,667,8,1,0.42,60,1
54,51244,15204,744,8,1,0.58,36,0
53,51901,12507,620,2,1,0.41,36,0
61,74800,19685,640,11,3,0.43,36,0
61,56948,21321,686,19,1,0.47,36,0
43,79910,4898,599,19,0,0.81,48,1
27,64441,30118,576,4,0,0.26,36,0
23,82311,5508,762,4,0,0.54,48,0
52,181809,10472,648,3,0,0.16,36,0
51,60476,7843,721,1,2,0.17,12,0
38,53745,8664,705,2,1,0.4,12,0
63,88745,25640,539,1,1,0.49,36,1
27,38788,14371,597,15,0,0.44,48,0
61,46184,20121,655,4,2,0.29,24,0
21,60505,19520,630,13,1,0.29,36,1
34,50828,4234,669,2,1,0.22,24,0
52,50713,9560,664,1,3,0.4,48,0
26,76871,20934,712,0,4,0.43,48,0
59,20993,19813,646,1,3,0.52,60,0
30,135500,4656,655,11,0,0.14,36,0
27,62501,24785,535,4,1,0.9,60,1
46,40129,19334,601,3,1,0.18,48,1
54,110638,7497,605,4,3,0.2,36,0
50,51625,17071,614,11,2,0.33,48,0
56,52310,11643,620,1,1,0.35,36,0
41,44030,17947,697,16,0,0.44,48,1
37,102114,4536,791,5,3,0.45,36,0
53,48792,10812,542,9,0,0.45,24,0
30,37078,27130,633,3,2,0.57,48,0
62,80772,18458,580,1,2,0.5,60,0
32,88563,21482,542,4,3,0.16,48,1
36,109458,11612,607,0,0,0.29,60,0
61,67292,18743,565,9,1,0.26,60,0
52,86953,12114,668,5,2,0.32,36,0
35,43061,7670,636,1,2,0.54,36,0
47,81870,11483,626,1,2,0.46,24,0
48,71058,31965,674,11,1,0.33,36,1
37,63909,26354,535,9,0,0.53,48,1
22,22503,7366,568,7,1,0.5,36,0
56,40372,10400,678,2,2,0.14,60,0
27,47913,7672,568,10,2,0.21,24,0
33,63946,14879,486,1,0,0.41,36,0
35,162814,24303,778,0,0,0.33,36,0
45,75329,45210,677,2,0,0.46,24,0
43,32695,5673,731,12,0,0.29,48,0
42,38556,22359,591,4,2,0.47,48,0
46,98216,13298,539,1,0,0.35,48,0
53,37717,10718,673,5,3,0.44,60,1
31,81581,7622,561,6,2,0.41,48,1
30,51979,38867,731,3,2,0.31,48,0
45,45107,5027,669,9,1,0.61,12,0
57,38004,9958,665,4,2,0.31,36,0
63,10687,16653,666,0,2,0.68,24,0
58,64207,17535,812,8,1,0.08,48,0
61,28967,28228,702,0,0,0.19,36,0
44,24120,7876,633,10,0,0.39,36,0
60,55486,19431,660,3,3,0.12,36,1
53,82024,12864,580,6,0,0.27,48,0
37,20985,13686,608,17,5,0.48,36,0
44,80958,10140,750,2,3,0.32,36,0
57,31206,14722,653,3,3,0.46,24,0
22,67810,12265,711,8,2,0.56,24,0
52,65478,10788,578,0,0,0.42,48,0
44,44208,9748,717,0,0,0.2,12,0
29,49758,16705,634,4,0,0.33,36,1
24,40211,6011,668,0,0,0.34,48,0
37,55925,11903,654,1,1,0.37,36,0
37,55678,8428,664,18,0,0.29,48,0
50,30885,12409,641,5,0,0.37,48,1
60,24861,12504,752,9,1,0.48,48,0
31,81159,22473,529,11,0,0.01,24,0
41,54285,19839,692,0,1,0.44,48,0
41,75729,15915,596,13,1,0.25,36,0
38,35059,14818,573,10,0,0.07,36,1
49,32460,11914,821,0,0,0.1,36,0
44,29557,11782,573,18,2,0.41,48,1
30,44784,4681,504,3,2,0.31,24,0
37,55062,20748,726,18,1,0.58,48,1
38,37349,15676,610,8,0,0.56,12,0
62,107195,27452,751,2,1,0.17,36,0
40,35558,9578,469,3,3,0.34,24,1
57,55514,28459,798,1,2,0.56,36,0
38,31523,11907,725,3,1,0.22,36,0
37,35011,9472,633,0,2,0.61,48,1
29,46949,33767,511,11,5,0.33,24,0
34,32327,16619,543,6,0,0.4,24,0
49,51262,36410,594,8,2,0.36,36,1
51,61091,14798,707,3,2,0.38,48,0
24,84684,21686,581,0,1,0.47,36,1
38,28568,24765,485,3,2,0.22,48,1
40,53312,11284,668,1,1,0.37,48,0
63,47525,16442,729,0,1,0.37,60,0
64,19455,14654,825,4,0,0.39,48,0
29,27878,22013,567,9,1,0.52,36,1
33,62160,7050,576,6,0,0.35,24,1
35,24926,19161,410,1,3,0.42,48,1
47,47253,23208,526,8,2,0.6,60,0
35,16962,8868,564,1,1,0.47,36,0
48,46561,7872,578,1,0,0.36,24,0
57,17557,4939,607,16,2,0.29,36,0
39,36232,46494,697,0,2,0.54,36,1
46,39384,8612,690,0,1,0.17,24,0
46,52130,31281,608,3,0,0.43,36,0
45,43205,11792,651,0,2,0.38,48,1
46,26424,25820,541,0,1,0.41,36,1
46,26672,18931,604,5,2,0.49,60,0
48,21871,47159,546,8,1,0.27,24,1
38,54352,31808,590,5,0,0.23,12,1
52,53166,15181,798,0,1,0.15,48,0
23,68507,16089,661,11,1,0.36,24,0
22,38174,20079,602,12,0,0.5,12,1
53,20595,66754,688,1,1,0.24,36,0
62,41856,13913,618,4,3,0.1,60,0
39,49292,6151,784,3,3,0.23,36,0
37,27381,15472,678,5,1,0.42,60,0
64,28712,9096,557,19,0,0.35,48,0
53,61418,15165,755,21,0,0.43,12,0
32,51550,26653,699,3,0,0.47,12,0
23,86373,18077,687,0,3,0.5,24,1
63,115965,9358,716,2,1,0.23,48,0
46,23123,11828,708,2,1,0.61,36,0
55,39757,7046,690,3,2,0.35,60,0
28,52146,28720,637,16,2,0.44,24,0
56,58793,21858,722,1,3,0.36,36,0
27,81465,6953,636,3,1,0.44,12,1
56,70566,60634,756,1,1,0.27,48,0
36,86613,11729,689,12,0,0.25,24,0
44,50548,15951,664,23,1,0.4,60,1
21,35801,10910,700,10,1,0.5,36,1
45,129959,17189,662,2,3,0.55,60,0
30,52926,14135,751,1,2,0.29,48,0
36,43437,5775,725,2,1,0.48,36,0
36,28678,27013,655,6,0,0.4,24,1
28,53089,8128,389,0,0,0.36,24,1
49,81003,23161,719,26,0,0.38,24,0
59,38168,11624,683,10,0,0.35,36,0
48,45858,13877,844,0,0,0.42,36,0
26,55524,17841,546,2,3,0.1,24,0
36,62074,14506,632,5,0,0.12,48,1
40,43048,20874,526,1,2,0.24,12,0
36,40263,8734,591,0,1,0.47,48,0
27,37972,24887,774,4,0,0.41,48,0
61,28189,7198,516,11,3,0.37,48,1
34,33353,7725,538,15,1,0.54,36,1
63,32907,18909,696,0,1,0.28,24,1
46,22672,25077,665,10,0,0.41,36,0
46,80537,15839,623,4,0,0.3,48,0
34,58675,32706,444,1,1,0.3,24,1
27,52633,8101,751,4,2,0.58,48,1
53,94115,6639,631,27,1,0.32,12,0
46,70187,22091,568,1,0,0.39,48,0
40,33030,14376,675,1,1,0.35,24,0
23,88141,21670,750,6,0,0.34,60,0
24,79708,7209,628,0,1,0.42,36,0
46,28030,10240,598,8,1,0.19,36,0
31,76986,38012,652,5,1,0.19,48,0
22,38807,11841,680,9,2,0.34,36,0
34,80706,31442,688,1,0,0.32,48,0
64,41399,21291,630,9,2,0.46,36,0
50,37546,11256,748,2,2,0.5,48,0
32,39531,31165,579,0,0,0.19,60,1
46,30149,16249,636,11,1,0.19,48,0
64,23384,13468,635,6,1,0.3,36,0
53,14051,12734,526,0,2,0.29,36,0
33,28930,17383,679,1,3,0.36,60,0
34,182647,6788,657,1,1,0.49,36,0
44,62263,22911,634,16,1,0.4,48,0
54,124506,17410,690,10,1,0.45,12,0
64,41810,9483,634,2,0,0.28,48,0
46,38786,6241,762,3,0,0.24,36,0
41,115643,11494,687,1,2,0.25,24,0
48,59152,15523,679,6,1,0.3,24,0
56,30404,14670,596,0,1,0.37,12,0
60,67269,14616,498,2,1,0.34,48,1
22,91623,20015,714,4,5,0.27,36,0
62,24006,6698,498,10,1,0.35,60,1
29,61841,12845,628,5,1,0.27,36,0
43,24813,15973,720,14,1,0.17,60,0
35,89176,17613,580,13,0,0.45,48,0
33,55014,22909,613,6,1,0.34,24,0
43,67159,11824,538,1,1,0.36,36,0
37,43970,13793,576,5,0,0.39,60,0
22,20114,8561,586,1,0,0.33,36,0
40,39311,16864,613,2,1,0.39,12,1
40,78035,7924,660,7,2,0.64,36,0
23,132828,18849,668,9,1,0.52,48,1
32,56451,27137,765,2,2,0.24,60,0
60,34780,17693,611,3,2,0.09,12,1
22,64077,28853,694,2,2,0.5,36,0
56,74603,10177,599,3,1,0.42,24,0
34,52385,6507,784,3,1,0.43,60,0
36,50797,12123,659,5,2,0.26,36,0
39,54546,9242,633,6,0,0.26,60,0
54,50099,9936,586,18,1,0.37,36,1
64,56890,3522,722,2,0,0.4,48,0
26,122244,14844,660,0,0,0.66,60,0
33,17735,13533,666,5,2,0.47,24,1
56,43511,22155,565,3,3,0.39,24,1
42,30755,18617,587,9,0,0.01,24,0
38,88468,12025,509,0,3,0.39,36,1
32,45686,23102,609,5,0,0.37,24,0
50,64851,22742,611,3,1,0.18,60,0
60,100072,9974,542,2,0,0.44,24,0
27,28552,15027,644,4,0,0.55,24,1
52,37655,33067,622,5,0,0.64,24,0
39,95038,16251,591,9,0,0.37,36,1
26,27986,8157,581,1,1,0.27,12,1
40,38296,6812,663,1,0,0.53,48,0
47,22022,5525,587,3,0,0.23,24,0
63,96923,3910,781,2,2,0.38,60,0
57,36657,9992,635,4,4,0.17,24,0
27,58429,12031,723,1,0,0.52,12,1
25,68733,7436,558,1,1,0.26,36,0
31,32806,8861,637,1,1,0.48,24,1
35,18920,7536,573,24,0,0.36,48,0
23,43926,5177,684,9,0,0.44,36,0
25,43568,12065,645,9,1,0.31,36,0
43,47560,19954,808,3,2,0.4,48,0
57,47691,9838,619,3,1,0.49,48,0
29,38200,26414,509,0,2,0.28,12,1
35,37467,14645,645,1,3,0.41,48,1
23,56888,22829,665,11,1,0.54,48,0
49,32469,13616,599,3,1,0.22,24,0
26,46739,19984,589,21,0,0.25,48,0
37,36994,5729,554,4,3,0.24,60,1
46,56829,22147,688,2,3,0.32,24,0
41,85330,13411,697,1,2,0.13,12,0
28,87089,25816,844,12,0,0.37,48,0
41,93399,11483,636,2,1,0.61,24,0
31,41479,37987,662,0,1,0.37,48,0
58,43259,18402,630,1,2,0.66,36,1
28,25991,7760,850,5,0,0.12,60,0
62,41304,26288,699,0,0,0.17,60,0
44,42048,7081,650,0,0,0.1,36,1
55,36005,6848,818,3,1,0.01,60,0
34,35921,28948,645,0,3,0.36,12,1
34,20976,16338,850,2,1,0.18,36,0
30,25060,13952,783,1,1,0.02,48,0
32,50124,9873,648,2,2,0.3,36,1
58,51074,22004,691,3,1,0.35,48,0
64,62412,11349,660,1,0,0.4,36,0
54,43068,15077,710,2,1,0.33,12,0
61,49307,6793,603,2,1,0.44,48,1
30,91606,12905,817,7,1,0.21,24,0
37,47741,14841,597,5,3,0.2,24,0
37,35737,18408,670,10,2,0.54,24,0
23,27025,16361,679,5,1,0.6,48,0
51,73038,10936,624,0,0,0.15,12,0
21,20917,15848,546,3,2,0.38,36,0
32,32234,24062,669,6,2,0.22,24,0
59,60432,5483,669,9,2,0.2,48,0
24,18896,12097,623,1,0,0.38,48,0
62,36055,15142,626,1,0,0.39,36,0
33,52291,7682,662,9,2,0.28,36,0
54,40470,23337,749,3,3,0.29,36,0
62,29991,19143,743,3,1,0.18,36,0
41,36434,24315,688,3,0,0.52,24,0
42,73754,48816,615,0,1,0.34,48,1
24,122478,16286,622,4,3,0.21,48,0
38,52561,11272,630,8,0,0.34,48,0
25,18139,23462,613,9,0,0.3,12,1
39,65124,9388,561,0,0,0.23,36,1
22,40207,17649,587,6,3,0.22,36,0
32,28347,24886,698,0,2,0.2,60,0
37,32855,22011,598,17,1,0.18,48,0
30,33560,31082,652,3,0,0.36,36,1
54,24211,11339,650,7,0,0.3,60,0
26,47499,20443,686,4,1,0.66,24,0
28,122280,14124,597,15,1,0.45,36,0
31,28293,15551,385,18,1,0.39,36,1
32,120411,15552,600,1,3,0.3,36,1
29,54396,18459,576,3,1,0.3,36,1
22,46795,13094,481,3,0,0.13,48,1
28,41731,5697,605,0,1,0.17,48,1
31,32758,14654,595,11,0,0.19,48,0
56,56722,16598,647,2,1,0.11,48,0
30,63639,13028,691,0,0,0.34,48,0
41,14580,17349,799,0,1,0.11,24,0
40,174821,12405,657,3,0,0.4,48,1
28,19821,11353,652,10,1,0.32,48,1
56,37753,30780,809,4,2,0.59,48,1
49,13641,51752,548,1,1,0.39,24,1
62,42875,22646,553,1,3,0.18,24,0
32,38920,9464,698,18,2,0.15,48,0
34,37954,15290,755,0,1,0.57,36,1
41,57077,14618,764,25,1,0.22,60,0
42,43394,19978,505,11,0,0.25,24,1
41,64164,14956,507,5,2,0.29,24,0
64,26405,19322,640,14,0,0.34,24,0
50,50954,39066,706,0,0,0.58,24,0
59,35744,4420,619,14,2,0.37,60,0
40,40734,9859,555,1,4,0.36,36,1
44,56115,23757,548,3,3,0.34,36,1
43,38095,13009,732,3,0,0.36,36,0
27,46509,19066,735,3,2,0.47,48,1
29,27525,11921,700,1,3,0.27,36,0
21,84775,34067,645,7,1,0.27,48,1
46,70560,26816,580,6,0,0.5,36,0
58,51533,15981,497,15,1,0.27,24,0
58,43419,36480,529,3,0,0.25,36,1
64,46528,16087,486,3,1,0.53,36,1
42,83869,13901,625,11,5,0.3,24,1
64,68104,32276,687,12,1,0.33,24,0
30,84577,5770,655,5,0,0.3,48,0
26,41318,14775,763,8,0,0.27,36,0
37,62423,16512,664,3,0,0.3,24,0
58,88817,11689,518,2,0,0.31,36,0
44,30851,8541,639,9,1,0.48,36,0
